Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income- Restricted Rental,Income- Restricted Ownership,Tenure,Public/ Private,Includes Elderly Units?,Section_8
x Woodbine,Roxbury,2119,2,0,2,0,0,0,2,0,2,Ownership,Private,,
430-436 Dudley Street,Roxbury,2119,68,68,0,0,0,0,68,68,0,Rental,Private,,
4345-4351 Washington St (AOP),Roslindale,2131,26,26,0,0,0,0,26,26,0,Rental,Private,,
438 Warren St. Lodging,Roxbury,2121,21,21,0,0,0,0,21,21,0,Rental - SRO,Private,,
x Hosmer St,Mattapan,2126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
44 Prince St Catholic Church Property,Central,2113,57,0,57,51,0,51,6,0,6,Ownership,Private,,
440 Commercial St,Central,2109,20,0,20,18,0,18,2,0,2,Ownership ,Private,,
449 Saratoga Street,East Boston,2128,6,6,0,0,0,0,6,6,0,Rental,Private,,Y
45 L Street,South Boston,2127,30,30,0,26,26,0,4,4,0,Rental,Private,,
450 Cambridge Street,Allston/Brighton,2134,40,40,0,35,35,0,5,5,0,Rental,Private,,
x Quincy Street,Dorchester,2122,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
4-6 Nelson Street,Mattapan,2124,3,3,0,0,0,0,3,3,0,Rental,Private,,
46 Wareham,South End,2118,18,0,18,16,0,16,2,0,2,Ownership,Private,,
x Westmore Rd (BuildHome),Mattapan,2126,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x Woodbine Street,Roxbury,2119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
461 Park Drive,Fenway/Kenmore,2215,21,0,21,18,0,18,3,0,3,Ownership,Private,,
x Prescott Street,East Boston,2128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Corbet,Mattapan,2124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
48 Boylston Rehab Phase,Central,2116,46,46,0,0,0,0,46,46,0,Rental - Homeless,Private,,
x Hyde Park Ave,Roslindale,2131,8,0,8,0,0,0,8,0,8,Ownership,Private,,
x Fottler,Mattapan,2126,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
485-497 Harrison Ave Condos,South End,2118,39,0,39,36,0,36,3,0,3,Ownership,Private,,
486 Dorchester Avenue,South Boston,2127,33,0,33,29,0,29,4,0,4,Ownership,Private,,
x Coleman Street,Dorchester,2125,1,0,1,0,0,0,1,0,1,Ownership,Private,,
xx Maywood Street,Roxbury,2119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
498 Blue Hill Avenue,Roxbury,2121,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Chamblet Street,Roxbury,2125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
5 McBride St,Jamaica Plain,2130,11,11,0,10,10,0,1,1,0,Rental,Private,,
x Peacevale Rd,Mattapan,2124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
50 Southern Ave (Johnson VUP),Dorchester,2124,1,1,0,0,0,0,1,1,0,Rental,Private,,
50 Symphony Road,Fenway/Kenmore,2115,,,,,,,,,,,,,
xx Clarkson St,Dorchester,2125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
xx Coleman Street,Dorchester,2125,1,0,1,0,0,0,1,0,1,Ownership,Private,,
5165 Washington Street Project,West Roxbury,2132,20,0,20,17,0,17,3,0,3,Ownership,Private,,
x Quincy Street (1-4),Roxbury,2121,3,0,3,0,0,0,3,0,3,Ownership,Private,,
523 Mass. Ave. (BCLT),South End,2118,18,18,0,0,0,0,18,18,0,Rental - SRO,Private,,
525-527 East Second Street,South Boston,2127,13,12,1,12,0,12,1,0,1,Ownership/Rental,Private,,
530 Western Ave,Allston/Brighton,2135,132,132,0,115,115,0,17,17,0,Rental,Private,,
533 Cambridge,Allston/Brighton,2134,44,0,44,38,0,38,6,0,6,Ownership,Private,,
538 Talbot Ave,Dorchester,2124,13,13,0,0,0,0,13,13,0,Rental - Senior,Private,Y,
54 Pleasant St,Dorchester,2125,17,0,17,15,0,15,2,0,2,Ownership,Private,,
545 E Third St,South Boston,2127,18,0,18,16,0,16,2,0,2,Ownership,Private,,
55 Monsignor Way,Dorchester,2124,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Park St/YouthBuild,Dorchester,2124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
564 Blue Hill Ave,Roxbury,2121,4,4,0,0,0,0,4,4,0,Rental,Public,,
56-58 Bowdoin Ave (AOP),Dorchester,2121,31,31,0,0,0,0,31,31,0,Rental,Private,,
x Juniper Street,Roxbury,2119,4,3,1,1,1,0,3,2,1,Ownership/Rental,Private,,
57 L Street,South Boston,2127,13,0,13,11,0,11,2,0,2,Ownership,Private,,
572-580 Cummins Highway,Mattapan,2126,32,32,0,0,0,0,32,32,0,Rental,Private,,
x Spencer Street,Dorchester,2124,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
6 Glendon St (AOP),East Boston,2128,3,3,0,0,0,0,3,3,0,Rental,Private,,
6 Lorne Street,Mattapan,2124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Selden St,Mattapan,2124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Sussex,Roxbury,2120,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Hollander Street,Roxbury,2121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
601 Albany Street,South End,2118,40,0,40,35,0,35,5,0,5,Ownership,Private,,
x Wentworth St (BuildHome),Dorchester,2124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
610 Rutherford Ave,Charlestown,2129,22,0,22,19,0,19,3,0,3,Ownership,Private,,
611 Tremont,South End,2118,4,4,0,3,3,0,1,1,0,Rental,Private,,
618 Dudley St (REO),Roxbury,2125,4,4,0,0,0,0,4,4,0,Rental,Private,,
61-83 Braintree Street,Allston/Brighton,2134,80,80,0,69,69,0,11,11,0,Rental,Private,,
62 Clifton St,Roxbury,2125,2,2,0,0,0,0,2,2,0,Rental,Public,,
621 East First,South Boston,2127,28,0,28,24,0,24,4,0,4,Ownership,Private,,
x River Street,Mattapan,2126,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
63-65 Westminster (AOP),Hyde Park,2136,6,6,0,0,0,0,6,6,0,Rental,Private,,
xxx Clarkson St,Dorchester,2125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
64-70 Burbank Street,Fenway/Kenmore,2115,36,36,0,5,5,0,31,31,0,Rental,Private,,
xWentworth St (BuildHome),Dorchester,2124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
654 Metropolitan Ave,Hyde Park,2136,6,6,0,0,0,0,6,6,0,Rental,Private,,
66 Burt St/VOA Sober House,Dorchester,2124,16,4,0,12,0,0,4,4,0,Rental,Private,,
x Manor St (RDP),Dorchester,2122,1,0,1,0,0,0,1,0,1,Ownership,Private,,
677 Tremont St,South End,2118,7,7,0,0,0,0,7,7,0,Rental,Private,,
x Gordon Avenue,Hyde Park,2136,2,0,2,0,0,0,2,0,2,Ownership,Private,,
x Levant St,Dorchester,2122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Sussex Street (RDP),South End,2120,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Toledo Terrace,Dorchester,2122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Alvah Kittredge Park,Roxbury,2119,4,2,2,3,1,2,1,1,0,Ownership/Rental,Private,,
70 Bremen St,East Boston,2128,32,32,0,27,27,0,5,5,0,Rental,Private,,
70 Parker Hill Ave,Jamaica Plain,2120,40,40,0,34,34,0,6,6,0,Rental,Private,,
70 Tennis Road,Mattapan,2126,12,12,0,0,0,0,12,12,0,Rental,Private,,
700 Cummins Highway,Mattapan,2126,16,16,0,0,0,0,16,16,0,Rental,Private,,
700 Harrison Ave ,South End,2118,84,0,84,34,0,34,50,0,50,Ownership,Private,,
706 Huntington Avenue,Jamaica Plain,2120,37,37,0,0,0,0,37,37,0,Rental,Private,,
x Walk Hill St,Mattapan,2126,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Esmond Street,Roxbury,2121,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
72 Gladstone St (AOP),East Boston,2128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Wenhan St (RDP),Jamaica Plain,2130,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
72 Wordsworth St (AOP),East Boston,2128,3,3,0,0,0,0,3,3,0,Rental,Private,,
728 East Broadway,South Boston,2127,18,18,0,16,16,0,2,2,0,Rental,Private,,
73 Morris Street (AOP),East Boston,2128,3,3,0,0,0,0,3,3,0,Rental,Private,,
735 Truman Parkway,Hyde Park,2136,46,46,0,40,40,0,6,6,0,Rental,Private,,
73-77 Waverly Street,Roxbury,2119,8,8,0,0,0,0,8,8,0,Rental,Private,,
742 Hyde Park Avenue,Hyde Park,2136,2,2,0,0,0,0,2,2,0,Rental,Private,,
75 Amory Ave,Roxbury,2119,39,39,0,0,0,0,39,39,0,Rental,Private,,
x Highland Street,Roxbury,2119,5,0,5,4,0,4,1,0,1,Ownership,Private,,
x Bowdoin St (RDP),Dorchester,2121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
76 Stonley,Jamaica Plain,2130,28,28,0,23,23,0,5,5,0,Rental,Private,,
766 Washington St,Dorchester,2124,2,2,0,0,0,0,2,2,0,Rental,Private,,
770-774 East Third St,South Boston,2127,18,0,18,16,0,16,2,0,2,Ownership,Private,,
x Coleman St (1-4 Program),Dorchester,2125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
79 Tonawanda St (Johnson VUP),Dorchester,2124,1,1,0,0,0,0,1,1,0,Rental,Private,,
8 Astoria Street (Beharry VUP),Mattapan,2126,2,2,0,0,0,0,2,2,0,Rental,Private,,
8 Banton St,Dorchester,2124,18,0,18,16,16,0,2,2,0,Rental,Private,,
8 Carlford Rd,Roslindale,2130,2,2,0,0,0,0,2,2,0,Rental,Public,,
xxxx Clarkson St,Dorchester,2125,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
8 Elwyn Road (REO),Dorchester,2124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Blue Hill Avenue,Roxbury,2119,5,0,5,0,0,0,5,0,5,Ownership,Private,,
80 Broad Street,Central,2110,96,0,96,93,0,93,3,0,3,Ownership,Private,,
80-82 A Street,South Boston,2127,12,0,12,11,0,11,1,0,1,Ownership,Private,,
81 Amory St,Roxbury,2119,12,12,0,10,10,0,2,2,0,Rental,Private,,
x Stratton Street,Mattapan,2124,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Wheatland Avenue,Dorchester,2124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
8-10 Elizabeth St,Mattapan,2126,6,6,0,0,0,0,6,6,0,Rental,Private,,
8-10 Fort Avenue,Roxbury,2119,13,13,0,0,0,0,13,13,0,Rental,Private,,
x Fairmount Ave,Hyde Park,2136,10,0,10,9,0,9,1,0,1,Ownership,Private,,
x Kingsdale St,Roxbury,2124,3,1,2,1,0,1,2,1,1,Ownership/Rental,Private,,
x East Brookline ,South End,2118,6,0,6,5,0,5,1,0,1,Ownership,Private,,
x Spencer St (RDP),Dorchester,2124,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
839 Beacon St,Fenway/Kenmore,2215,45,45,0,39,39,0,6,6,0,Rental,Private,,
851 Saratoga St (AOP),East Boston,2128,3,3,0,0,0,0,3,3,0,Rental,Private,,
85-93 Willow Court,Dorchester,2125,14,0,14,12,0,12,2,0,2,Ownership,Private,,
87 Adams Street,Dorchester,2122,3,3,0,0,0,0,3,3,0,Rental,Private,,
875-889 American Legion Highway (AOP),Roslindale,2131,8,8,0,0,0,0,8,8,0,Rental,Private,,
x Milton Street,Dorchester,2124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
881 E Second St,South Boston,2127,16,0,16,14,0,14,2,0,2,Ownership,Private,,
x Lawrence Avenue,Roxbury,2121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
90 Westland Avenue,Fenway/Kenmore,2115,20,20,0,18,18,0,2,2,0,Rental,Private,,
900 Beacon St,Fenway/Kenmore,2215,32,32,0,28,28,0,4,4,0,Rental,Private,,
x Coleman St,Dorchester,2125,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
91 Minden Street,Jamaica Plain,2130,2,2,0,0,0,0,2,2,0,Rental,Private,,
x Clifton St (RDP),Roxbury,2119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
9-16 Woodward St (AOP),South Boston,2127,15,15,0,0,0,0,15,15,0,Rental,Private,,
933 East Second,South Boston,2127,20,20,0,17,17,0,3,3,0,Rental,Private,,
xxx Magnolia St,Roxbury,2125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Topliff St,Dorchester,2122,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Hudson St (AOP),Central,2111,4,0,4,0,0,0,4,0,4,Ownership,Private,,
950 Dorchester Ave,Dorchester,2125,13,0,13,11,0,11,2,0,2,Ownership,Private,,
96 Bellevue Street,Dorchester,2125,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Selden St (BuildHome),Mattapan,2124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
99 Tremont Street Apartments,Allston/Brighton,2135,62,62,0,54,54,0,8,8,0,Rental,Private,,
xx River Street,Hyde Park,2136,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
Abbot Street/ Shawmut Ave,Roxbury,2119,16,16,0,0,0,0,16,16,0,Rental,Private,,
Academy Homes I,Roxbury,2119,202,202,0,52,52,0,150,150,0,Rental,Private,,
Academy Homes II,Roxbury,2119,236,236,0,0,0,0,236,236,0,Rental,Private,,Y
Adams Court Phase A,Mattapan,2126,50,50,0,0,0,0,50,50,0,Rental,Private,,
Adams Court Phase B,Mattapan,2126,45,45,0,0,0,0,45,45,0,Rental,Private,,
Adams Templeton Elderly Housing,Dorchester,2124,76,76,0,1,1,0,75,75,0,Rental - Senior,Private,Y,Y
Alexander-Magnolia,Roxbury,2125,40,40,0,2,2,0,38,38,0,Rental,Private,,
"Alice H. Taylor (Mission Hill Ext.) (2-14, -60,-84,-86,-100)",Jamaica Plain,2120,363,363,0,0,0,0,363,363,0,Rental,Public,,
Allele Condominium,South Boston,2127,47,0,47,41,0,41,6,0,6,Ownership,Private,,
Alleyne (VUP) CDFI,Dorchester,2121,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
Alpine Street Village,Hyde Park,2136,44,0,44,40,0,40,4,0,4,Rental,Private,,
Amiff Housing,Mattapan,2130,96,96,0,0,0,0,96,96,0,Rental,Private,,Y
Amory Foundry (Phase I),Roxbury,2130,23,0,23,18,,18,5,0,5,Ownership,Private,,
Amory Street (2-45),Roxbury,2119,215,215,0,0,0,0,215,215,0,Rental - Senior,Private,Y,
Amory Terrace,Roxbury,2119,64,64,0,0,0,0,64,64,0,Rental,Private,,
Amy Lowell House,Central,2114,152,152,0,30,30,0,122,122,0,Rental - Senior,Private,Y,
Anderson Park,Back Bay/Beacon Hill,2114,64,64,0,0,0,0,64,64,0,Rental,Private,Y,Y
Andrade (VUP),Dorchester,2122,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
Andrew Square Apts,South Boston,2127,9,9,0,0,0,0,9,9,0,Rental,Private,,
Angela Westover House,Jamaica Plain,2130,11,11,0,0,0,0,11,11,0,Rental - Senior,Private,Y,Y
Annapolis (2-27),Dorchester,2125,56,56,0,0,0,0,56,56,0,Rental - Senior,Public,Y,
Archdale (200-7),Roslindale,2131,285,285,0,0,0,0,285,285,0,Rental,Public,,
Archstone Boston Common,Central,2111,420,420,0,374,374,0,46,46,0,Rental,Private,,
Armory Condos,Charlestown,2129,42,0,42,36,0,36,6,0,6,Ownership,Private,,
Ashmont (2-28),Dorchester,2124,54,54,0,0,0,0,54,54,0,Rental - Senior,Public,Y,
Ashmont TOD (Housing),Dorchester,2124,116,74,42,42,0,42,74,74,0,Rental,Private,,
Astoria Street Condos (Elizabeth Street),Mattapan,2126,3,0,3,0,0,0,3,0,3,Ownership,Private,,
Atlantic Wharf,Central,2210,86,86,0,81,81,0,5,5,0,Rental,Private,,
Atrium Lofts,East Boston,2128,218,0,218,186,0,186,32,0,32,Ownership ,Private,,
Audubon Apts,Mattapan,2126,37,37,0,5,5,0,32,32,0,Rental,Private,,
Ausonia (2-61),Central,2109,100,100,0,0,0,0,100,100,0,Rental - Senior,Public,Y,
Ava Theater District,Central,2116,398,398,0,358,358,0,40,40,0,Rental,Private,,
Avalon at North Station,Central,2114,503,503,0,473,473,0,30,30,0,Rental,Private,,
Avalon at Prudential Center,Back Bay/Beacon Hill,2116,188,188,0,182,182,0,6,6,0,Rental,Private,,
Avana Lofts,Central,2111,32,32,0,29,29,0,3,3,0,Rental,Private,,
Avenir Development (89-115 Canal St),Central,2114,241,241,0,224,224,0,17,17,0,Rental,Private,,
Avondale Place,Jamaica Plain,2115,22,22,0,0,0,0,22,22,0,Rental,Private,,
Babcock Tower,Allston/Brighton,2134,213,213,0,0,0,0,213,213,0,Rental,Private,,Y
Back of the Hill 202,Jamaica Plain,2130,125,125,0,0,0,0,125,125,0,Rental - Senior,Private,Y,Y
Back of the Hill HOP,Jamaica Plain,2120,149,0,149,58,0,58,91,0,91,Ownership,Private,,Y
Bailey (VUP),Dorchester,2121,1,1,0,0,0,0,1,1,0,Rental,Private,,
Baker Square Condominium,Mattapan,2124,60,60,0,52,52,0,8,8,0,Rental,Private,,
Bancroft Apts,Roxbury,2119,45,45,0,0,0,0,45,45,0,Rental,Private,,Y
Baptista (VUP),Dorchester,2125,1,1,0,0,0,0,1,1,0,Rental,Private,,
Barlett Square,Jamaica Plain,2130,13,0,13,11,0,11,2,0,2,Ownership,Private,,
Barnes School 202,East Boston,2128,74,74,0,0,0,0,74,74,0,Rental - Senior,Private,Y,
Bartlett Place Building E,Roxbury,2119,16,0,16,14,0,14,2,0,2,Ownership,Private,,
Bartlett Place/Building B,Roxbury,2119,60,0,60,22,22,0,38,38,0,Rental,Private,,
Basilica (667-6),Charlestown,2129,5,5,0,0,0,0,5,5,0,Rental - Senior,Public,Y,
Bates School/Artblock 731,South End,2118,54,0,54,30,0,30,24,0,24,Ownership,Private,,
Bay Cove Group Homes,Roslindale,2131,26,26,0,0,0,0,26,26,0,Rental,Private,,
Bay Cove Group Homes I,Dorchester,2122,26,26,0,0,0,0,26,26,0,Rental,Private,,Y
Bay Cove Group Homes III,South Boston,2127,12,12,0,0,0,0,12,12,0,Rental,Private,,Y
Bay Cove Group Homes IV,Dorchester,2125,9,9,0,1,1,0,8,8,0,Rental,Private,,
Bay Cove Hyde Park,Roslindale,2131,12,12,0,0,0,0,12,12,0,Rental,Private,,
BCN Properties,Roxbury,2119,53,53,0,0,0,0,53,53,0,Rental,Private,,Y
Beacon House,Back Bay/Beacon Hill,2114,135,135,0,50,50,0,85,85,0,Rental - Senior,Private,Y,Y
Beasley (VUP),Roxbury,2121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Belgrade Place,West Roxbury,2132,39,39,0,34,0,34,5,5,0,Rental,Private,,
Bellflower (2-77),Dorchester,2125,114,114,0,0,0,0,114,114,0,Rental - Senior,Public,Y,
"Berkeley Investments, Inc.",South Boston,2127,88,0,88,80,0,80,8,0,8,Ownership,Private,,
Beryl Gardens,Roxbury,2119,20,20,0,0,0,0,20,20,0,Rental,Private,,
BHA Infill 1A - Quincy Geneva,Roxbury,2119,18,0,18,0,0,0,18,0,18,Ownership,Private,,
BHA Infill 1B - Codman Square NDC,Mattapan,2124,2,0,2,0,0,0,2,0,2,Ownership,Private,,
BHA Infill 2 - Urban Edge,Roxbury,2119,15,5,10,0,0,0,15,5,10,Ownership/Rental,Private,,
BHA Infill 3 - Nuestra,Roxbury,2119,10,4,6,0,0,0,10,4,6,Ownership/Rental,Private,,
BHP Codman Square,Mattapan,2124,80,80,0,0,0,0,80,80,0,Rental,Private,,
BHP Fields Corner,Dorchester,2122,77,77,0,0,0,0,77,77,0,Rental,Private,,Y
BHP Frawley-Delle,Jamaica Plain,2115,74,74,0,0,0,0,74,74,0,Rental,Private,,Y
BHP Hano Street,Allston/Brighton,2134,20,20,0,0,0,0,20,20,0,Rental,Private,,Y
BHP Lena Park,Roxbury,2121,93,93,0,0,0,0,93,93,0,Rental,Private,,
BHP Quincy-Geneva,Roxbury,2121,49,49,0,0,0,0,49,49,0,Rental,Private,,Y
BHP Washington Park,Roxbury,2119,96,96,0,0,0,0,96,96,0,Rental,Private,,
BHP Westland Ave,Fenway/Kenmore,2115,20,20,0,5,5,0,15,15,0,Rental,Private,,
Bickford (2-25),Jamaica Plain,2130,56,56,0,0,0,0,56,56,0,Rental - Senior,Public,Y,
Bird St. Estates,Roxbury,2125,8,1,7,0,0,0,8,1,7,Ownership/Rental,Private,,
Blackstone Apts,Central,2114,145,145,0,0,0,0,145,145,0,Rental - Senior,Private,Y,Y
Blake Estates I,Hyde Park,2136,175,175,0,0,0,0,175,175,0,Rental - Senior,Private,Y,Y
Blake Estates II,Hyde Park,2136,88,88,0,0,0,0,88,88,0,Rental,Private,Y,Y
Blandino Farms,Dorchester,2124,16,0,16,14,0,14,2,0,2,Ownership,Private,,
Blessed Sacrament Mixed-Use (Rental + SRO),Jamaica Plain,2130,65,65,0,0,0,0,65,65,0,Rental - SRO,Private,,
Bloomfield Gardens,Dorchester,2124,27,27,0,0,0,0,27,27,0,Rental,Private,,
Blue Hill Commons,Roxbury,2119,8,1,7,0,0,0,8,1,7,Ownership/Rental,Private,,
Blue Mountain Assoc.,Roxbury,2121,217,217,0,0,0,0,217,217,0,Rental,Private,,Y
Border Falcon Condominiums,East Boston,2128,14,0,14,0,0,0,14,0,14,Ownership,Private,,
Boston East,East Boston,2128,200,200,0,174,174,0,26,26,0,Rental,Private,,
Boston Kenmore Realty LLC,Central,2111,54,0,54,49,0,49,5,0,5,Ownership,Private,,
Boston Landing: Residences at 125 Guest Street- ,Allston/Brighton,2135,295,295,0,257,257,0,38,38,0,Rental,Private,,
Boston Rehab,Allston/Brighton,2115,144,144,0,0,0,0,144,144,0,Rental,Private,Y,Y
Boston Trailer Park Tenants,West Roxbury,2132,104,104,0,26,26,0,78,78,0,Rental,Private,,
Boston Wharf Tower,South Boston,2127,202,202,0,180,180,0,22,22,0,Rental,Private,,
Boston's Hope in Dorchester,Roxbury,2124,41,41,0,0,0,0,41,41,0,Rental,Private,Y,
Bowditch School Lodging House,Jamaica Plain,2130,46,46,0,0,0,0,46,46,0,Rental - SRO,Private,,
Bowdoin Geneva Phase III (HOME AGAIN),Dorchester,2122,20,2,18,0,0,0,20,2,18,Ownership/Rental,Private,,
Bowdoin Place,Back Bay/Beacon Hill,2114,75,0,75,56,0,56,19,0,19,Ownership,Private,,
Bowdoin School,Back Bay/Beacon Hill,2114,35,35,0,0,0,0,35,35,0,Rental - Senior,Private,Y,Y
Bowdoin St. Lodging House,Back Bay/Beacon Hill,2114,120,120,0,0,0,0,120,120,0,Rental - SRO,Private,,
Bowdoin/Geneva - HOME AGAIN,Dorchester,2122,7,0,7,0,0,0,7,0,7,Ownership,Private,,
Bowdoin/Geneva (Phase II),Dorchester,2125,10,5,5,2,1,1,8,4,4,Ownership/Rental,Private,,
Bowdoin-Geneva & Dudley FTHB,Dorchester,2125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
Bowdoin-Geneva & Dudley Rental,Roxbury,2119,3,3,0,0,0,0,3,3,0,Rental,Private,,
Bowen (VUP),Mattapan,2124,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Boylston St Mixed Use,Back Bay/Beacon Hill,2116,85,85,0,75,75,0,10,10,0,Rental,Private,,
Boylston West (Fenway Triangle Mixed Use),Fenway/Kenmore,2215,172,172,0,159,159,0,13,13,0,Rental,Private,,
Boylston-Brookside (p/o Self Help Apts),Roxbury,2130,6,6,0,0,0,0,6,6,0,Rental,Private,,
Bradford Estates,Mattapan,2124,24,0,24,0,0,0,24,0,24,Ownership,Private,,
Bradlee-Fowler,Dorchester,2124,3,1,2,0,0,0,3,1,2,Ownership/Rental,Private,,
Bradley Properties,South End,2118,70,70,0,0,0,0,70,70,0,Rental,Private,,Y
Brandywyne Village,East Boston,2128,402,402,0,136,136,0,266,266,0,Rental,Private,,Y
Brantley (VUP),Mattapan,2126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Braxton (VUP),Roxbury,2121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Brewery Lofts,Jamaica Plain,2130,79,0,79,71,0,71,8,0,8,Ownership,Private,,
BRIAN J HONAN APARTMENTS,Allston/Brighton,2134,50,50,0,0,0,0,50,50,0,Rental,Private,,
Brighton Gardens,Allston/Brighton,2135,62,62,0,49,49,0,13,13,0,Rental,Private,Y,
Brighton-Allston Apts,Allston/Brighton,2134,62,62,0,0,0,0,62,62,0,Rental,Private,Y,
Brighton-Allston Elderly,Allston/Brighton,2134,80,80,0,1,1,0,79,79,0,Rental - Senior,Private,Y,Y
"Bromley Park (2-19, -75, -101)",Jamaica Plain,2130,779,779,0,0,0,0,779,779,0,Rental,Public,Y,
Brook Avenue Cooperative,Roxbury,2119,36,36,0,0,0,0,36,36,0,Cooperative,Private,,
"Brookford, Dalin and Dean St. Homes (Julian Phase 2 HOME AGAIN)",Roxbury,2125,18,1,17,0,0,0,18,1,17,Ownership/Rental,Private,,
Brookside Artists Housing,Roxbury,2130,21,0,21,3,0,3,18,0,18,Ownership,Private,,
Brookview House,Mattapan,2124,8,8,0,0,0,0,8,8,0,Rental - Homeless,Private,,
Brookview House II,Mattapan,2124,12,12,0,0,0,0,12,12,0,Rental,Private,,
Brookview House III,Mattapan,2124,12,12,0,0,0,0,12,12,0,Rental - Homeless,Private,,
Brown (VUP),Dorchester,2121,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
"Brown, J & D (VUP)",Roxbury,2121,1,1,0,0,0,0,1,1,0,Rental,Private,,
Brown-Kaplan Townhomes,Mattapan,2124,60,60,0,0,0,0,60,60,0,Rental,Private,,Y
Brownstone Apartments,South End,2118,75,75,0,0,0,0,75,75,0,Rental,Private,,Y
Brunswick Street,Roxbury,2121,3,3,0,0,0,0,3,3,0,Rental,Private,,
Brush Hill Commons,Jamaica Plain,2130,14,0,14,8,0,8,6,0,6,Ownership,Private,,
Buckminster Hotel,Fenway/Kenmore,2215,18,18,0,16,16,0,2,2,0,Rental,Private,,
Buildable Lots - Codman Square,Dorchester,,6,0,6,1,0,1,5,0,5,Ownership,Private,,
Buildable Lots - Ferndale,Dorchester,2124,12,0,12,3,0,3,9,0,9,Ownership,Private,,
Buildable Lots - Uphams,Dorchester,,6,0,6,0,0,0,6,0,6,Ownership,Private,,
Buildable Lots- 1&2,Dorchester,2124,15,0,15,6,0,6,9,0,9,Ownership,Private,,
Buildable Lots- 3&4,Dorchester,,18,0,18,8,0,8,10,0,10,Ownership,Private,,
Buildable Lots- 5,Dorchester,2124,9,0,9,0,0,0,9,0,9,Ownership,Private,,
Buildable Lots- 6,Mattapan,2126,12,0,12,0,0,0,12,0,12,Ownership,Private,,
Building 104,Charlestown,2129,46,46,0,0,0,0,46,46,0,Rental - Senior,Private,Y,
Builduing 33 at Navy Yard,Charlestown,2129,47,47,0,41,41,0,6,6,0,Rental,Private,,
Burbank Gardens,Fenway/Kenmore,2115,52,52,0,0,0,0,52,52,0,Rental,Private,,Y
Burton Apts (18u),South End,2120,18,18,0,0,0,0,18,18,0,Rental,Private,,Y
